taxonID	datasetID	parentNameUsageID	acceptedNameUsageID	originalNameUsageID	scientificName	scientificNameAuthorship	canonicalName	genericName	specificEpithet	infraspecificEpithet	taxonRank	nameAccordingTo	namePublishedIn	taxonomicStatus	nomenclaturalStatus	taxonRemarks	kingdom	phylum	class	order	family	genus
1000396	7ddf754f-d193-4cc9-b351-99906754a03b	1000390	7376395		Methanoculleus oldenburgensis Blotevogel et al., 1998	Blotevogel et al., 1998	Methanoculleus oldenburgensis	Methanoculleus	oldenburgensis		species		Int. J. Syst. Bacteriol. 48::327	synonym			Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus
8398011	7ddf754f-d193-4cc9-b351-99906754a03b	1000390	7376395		Methanogenium bourgense Ollivier et al., 1986	Ollivier et al., 1986	Methanogenium bourgense	Methanogenium	bourgense		species		Int. J. Syst. Bacteriol. 36::300	synonym			Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus
1000030	7ddf754f-d193-4cc9-b351-99906754a03b	7786			Thermodiscus Stetter, 2003	Stetter, 2003	Thermodiscus	Thermodiscus			genus		Int. J. Syst. Evol. Microbiol. 53::1	accepted			Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermodiscus
1000035	7ddf754f-d193-4cc9-b351-99906754a03b	7786			Aeropyrum Sako et al., 1996	Sako et al., 1996	Aeropyrum	Aeropyrum			genus		Int. J. Syst. Bacteriol. 46::1075	accepted			Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Aeropyrum
1000083	7ddf754f-d193-4cc9-b351-99906754a03b	3809			Ferroplasma Golyshina et al., 2000	Golyshina et al., 2000	Ferroplasma	Ferroplasma			genus		Int. J. Syst. Evol. Microbiol. 50::1004	accepted			Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Ferroplasma
1000020	7ddf754f-d193-4cc9-b351-99906754a03b	7786			Sulfophobococcus Hensel et al., 1997	Hensel et al., 1997	Sulfophobococcus	Sulfophobococcus			genus		Int. J. Syst. Bacteriol. 47::915	accepted			Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Sulfophobococcus
1000032	7ddf754f-d193-4cc9-b351-99906754a03b	7786			Ignicoccus Huber et al., 2000	Huber et al., 2000	Ignicoccus	Ignicoccus			genus		Int. J. Syst. Evol. Microbiol. 50::2098	accepted			Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Ignicoccus
1000018	7ddf754f-d193-4cc9-b351-99906754a03b	7786			Stetteria Jochimsen et al., 1998	Jochimsen et al., 1998	Stetteria	Stetteria			genus		Int. J. Syst. Bacteriol. 48::328	accepted			Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Stetteria
1000016	7ddf754f-d193-4cc9-b351-99906754a03b	7786			Thermosphaera Huber et al., 1998	Huber et al., 1998	Thermosphaera	Thermosphaera			genus		Int. J. Syst. Bacteriol. 48::36	accepted			Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermosphaera
1000014	7ddf754f-d193-4cc9-b351-99906754a03b	7786			Ignisphaera Niederberger et al., 2006	Niederberger et al., 2006	Ignisphaera	Ignisphaera			genus		Int. J. Syst. Evol. Microbiol. 56::970	accepted			Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Ignisphaera
8139024	7ddf754f-d193-4cc9-b351-99906754a03b	3809			Acidiplasma Golyshina et al., 2009	Golyshina et al., 2009	Acidiplasma	Acidiplasma			genus		Int. J. Syst. Evol. Microbiol. 59::2822	accepted			Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Acidiplasma
1000155	7ddf754f-d193-4cc9-b351-99906754a03b	1000153	1000154		Methanococcus fervens Jeanthon et al., 1999	Jeanthon et al., 1999	Methanococcus fervens	Methanococcus	fervens		species		Int. J. Syst. Bacteriol. 49::588	synonym			Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
1000351	7ddf754f-d193-4cc9-b351-99906754a03b	1000350			Methanolobus tindarius König & Stetter, 1983	König & Stetter, 1983	Methanolobus tindarius	Methanolobus	tindarius		species		Int. J. Syst. Bacteriol. 33::439	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus
1000068	7ddf754f-d193-4cc9-b351-99906754a03b	1000066			Thermoproteus tenax Zillig & Stetter, 1982	Zillig & Stetter, 1982	Thermoproteus tenax	Thermoproteus	tenax		species		Int. J. Syst. Bacteriol. 32::267	accepted			Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus
9125849	52a423d2-0486-4e77-bcee-6350d708d6ff	1000066			Thermoproteus thermophilus Yim et al., 2015	Yim et al., 2015	Thermoproteus thermophilus	Thermoproteus	thermophilus		species		Int. J. Syst. Evol. Microbiol. 65::2510	accepted			Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus
1000316	7ddf754f-d193-4cc9-b351-99906754a03b	1000313			Archaeoglobus profundus Burggraf et al., 1990	Burggraf et al., 1990	Archaeoglobus profundus	Archaeoglobus	profundus		species		Int. J. Syst. Bacteriol. 40::320	accepted			Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus
1000315	7ddf754f-d193-4cc9-b351-99906754a03b	1000313			Archaeoglobus fulgidus Stetter, 1988	Stetter, 1988	Archaeoglobus fulgidus	Archaeoglobus	fulgidus		species		Int. J. Syst. Bacteriol. 38::328	accepted			Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus
4896417	0938172b-2086-439c-a1dd-c21cb0109ed5	5900544	1000012		Acidolobus		Acidolobus	Acidolobus			genus			synonym			Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Acidilobaceae	Acidilobus
9507886	52a423d2-0486-4e77-bcee-6350d708d6ff	9627295			Halostella salina Song et al., 2016	Song et al., 2016	Halostella salina	Halostella	salina		species		Int. J. Syst. Evol. Microbiol. 66::2745	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halostella
9433554	52a423d2-0486-4e77-bcee-6350d708d6ff	4896428			Halopiger goleimassiliensis Hassani et al., 2016	Hassani et al., 2016	Halopiger goleimassiliensis	Halopiger	goleimassiliensis		species		Int. J. Syst. Evol. Microbiol. 66::4301	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halopiger
8137570	7ddf754f-d193-4cc9-b351-99906754a03b	1000233			Halovivax ruber Castillo et al., 2007	Castillo et al., 2007	Halovivax ruber	Halovivax	ruber		species		Int. J. Syst. Evol. Microbiol. 57::1027	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halovivax
9333973	52a423d2-0486-4e77-bcee-6350d708d6ff	4896428			Halopiger thermotolerans Minegishi et al., 2016	Minegishi et al., 2016	Halopiger thermotolerans	Halopiger	thermotolerans		species		Int. J. Syst. Evol. Microbiol. 66::4980	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halopiger
7945372	52a423d2-0486-4e77-bcee-6350d708d6ff	1000193			Halalkalicoccus paucihalophilus Liu et al., 2013	Liu et al., 2013	Halalkalicoccus paucihalophilus	Halalkalicoccus	paucihalophilus		species		Int. J. Syst. Evol. Microbiol. 63::2365	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halalkalicoccus
1000263	7ddf754f-d193-4cc9-b351-99906754a03b	1000262			Natrialba taiwanensis Hezayen et al., 2001	Hezayen et al., 2001	Natrialba taiwanensis	Natrialba	taiwanensis		species		Int. J. Syst. Evol. Microbiol. 51::1140	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natrialba
1000264	7ddf754f-d193-4cc9-b351-99906754a03b	1000262			Natrialba chahannaoensis Xu et al., 2001	Xu et al., 2001	Natrialba chahannaoensis	Natrialba	chahannaoensis		species		Int. J. Syst. Evol. Microbiol. 51::1697	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natrialba
1000278	7ddf754f-d193-4cc9-b351-99906754a03b	1000277			Halogeometricum borinquense Montalvo-Rodríguez et al., 1998	Montalvo-Rodríguez et al., 1998	Halogeometricum borinquense	Halogeometricum	borinquense		species		Int. J. Syst. Bacteriol. 48::1310	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halogeometricum
8395321	7ddf754f-d193-4cc9-b351-99906754a03b	1000262			Natrialba aegyptia Hezayen et al., 2001	Hezayen et al., 2001	Natrialba aegyptia	Natrialba	aegyptia		species		Int. J. Syst. Evol. Microbiol. 51::1140	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natrialba
8162354	7ddf754f-d193-4cc9-b351-99906754a03b	4896428			Halopiger aswanensis Hezayen et al., 2010	Hezayen et al., 2010	Halopiger aswanensis	Halopiger	aswanensis		species		Int. J. Syst. Evol. Microbiol. 60::636	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halopiger
7892207	52a423d2-0486-4e77-bcee-6350d708d6ff	4896428			Halopiger salifodinae Zhang et al., 2013	Zhang et al., 2013	Halopiger salifodinae	Halopiger	salifodinae		species		Int. J. Syst. Evol. Microbiol. 63::3565	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halopiger
7800435	52a423d2-0486-4e77-bcee-6350d708d6ff	1000233			Halovivax limisalsi Amoozegar et al., 2014	Amoozegar et al., 2014	Halovivax limisalsi	Halovivax	limisalsi		species		Int. J. Syst. Evol. Microbiol. 64::3426	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halovivax
1000352	52a423d2-0486-4e77-bcee-6350d708d6ff	1000350			Methanolobus vulcani Stetter et al., 1989	Stetter et al., 1989	Methanolobus vulcani	Methanolobus	vulcani		species		Int. J. Syst. Bacteriol. 39::496	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus
8323222	52a423d2-0486-4e77-bcee-6350d708d6ff	1000350			Methanolobus chelungpuianus Wu & Lai, 2011	Wu & Lai, 2011	Methanolobus chelungpuianus	Methanolobus	chelungpuianus		species		Int. J. Syst. Evol. Microbiol. 65::2	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus
1000069	7ddf754f-d193-4cc9-b351-99906754a03b	1000066			Thermoproteus uzoniensis Bonch-Osmolovskaya et al., 2001	Bonch-Osmolovskaya et al., 2001	Thermoproteus uzoniensis	Thermoproteus	uzoniensis		species		Int. J. Syst. Evol. Microbiol. 51::1619	accepted			Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus
1000065	7ddf754f-d193-4cc9-b351-99906754a03b	1000064			Thermofilum pendens Zillig & Gierl, 1983	Zillig & Gierl, 1983	Thermofilum pendens	Thermofilum	pendens		species		Int. J. Syst. Bacteriol. 33::673	accepted			Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum
9035197	6cfd67d6-4f9b-400b-8549-1933ac27936f	1000064			Thermofilum librum		Thermofilum librum	Thermofilum	librum		species			accepted			Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum
1000234	7ddf754f-d193-4cc9-b351-99906754a03b	1000233			Halovivax asiaticus Castillo et al., 2006	Castillo et al., 2006	Halovivax asiaticus	Halovivax	asiaticus		species		Int. J. Syst. Evol. Microbiol. 56::769	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halovivax
7351013	7ddf754f-d193-4cc9-b351-99906754a03b	4896428			Halopiger xanaduensis Gutiérrez et al., 2007	Gutiérrez et al., 2007	Halopiger xanaduensis	Halopiger	xanaduensis		species		Int. J. Syst. Evol. Microbiol. 57::1406	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halopiger
1000354	7ddf754f-d193-4cc9-b351-99906754a03b	1000350			Methanolobus taylorii Oremland & Boone, 1994	Oremland & Boone, 1994	Methanolobus taylorii	Methanolobus	taylorii		species		Int. J. Syst. Bacteriol. 44::574	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus
1000355	7ddf754f-d193-4cc9-b351-99906754a03b	1000350		7452218	Methanolobus oregonensis (Liu et al., 1990) Boone, 2002	Boone, 2002 (Liu et al., 1990)	Methanolobus oregonensis	Methanolobus	oregonensis		species		Int. J. Syst. Evol. Microbiol. 52::686	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus
1000067	7ddf754f-d193-4cc9-b351-99906754a03b	1000066			Thermoproteus neutrophilus Stetter & Zillig, 1989	Stetter & Zillig, 1989	Thermoproteus neutrophilus	Thermoproteus	neutrophilus		species			accepted			Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus
1000314	7ddf754f-d193-4cc9-b351-99906754a03b	1000313			Archaeoglobus veneficus Huber et al., 1998	Huber et al., 1998	Archaeoglobus veneficus	Archaeoglobus	veneficus		species		Int. J. Syst. Bacteriol. 48::327	accepted			Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus
5900776	2d59e5db-57ad-41ff-97d6-11f5fb264527	1000313			Archaeoglobus lithotrophicus Stetter, Huber, Blochl, Kurr, Eden, Fielder, Cash & Vance, 1993	Stetter, Huber, Blochl, Kurr, Eden, Fielder, Cash & Vance, 1993	Archaeoglobus lithotrophicus	Archaeoglobus	lithotrophicus		species			accepted			Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus
1000013	7ddf754f-d193-4cc9-b351-99906754a03b	1000012			Acidilobus aceticus Prokofeva et al., 2000	Prokofeva et al., 2000	Acidilobus aceticus	Acidilobus	aceticus		species		Int. J. Syst. Evol. Microbiol. 50::2007	accepted			Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Acidilobaceae	Acidilobus
1000194	7ddf754f-d193-4cc9-b351-99906754a03b	1000193			Halalkalicoccus tibetensis Xue et al., 2005	Xue et al., 2005	Halalkalicoccus tibetensis	Halalkalicoccus	tibetensis		species		Int. J. Syst. Evol. Microbiol. 55::2504	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halalkalicoccus
7698139	52a423d2-0486-4e77-bcee-6350d708d6ff	1000233			Halovivax cerinus Amoozegar et al., 2015	Amoozegar et al., 2015	Halovivax cerinus	Halovivax	cerinus		species		Int. J. Syst. Evol. Microbiol. 65::69	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halovivax
1000265	7ddf754f-d193-4cc9-b351-99906754a03b	1000262			Natrialba hulunbeirensis Xu et al., 2001	Xu et al., 2001	Natrialba hulunbeirensis	Natrialba	hulunbeirensis		species		Int. J. Syst. Evol. Microbiol. 51::1696	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natrialba
9629107	52a423d2-0486-4e77-bcee-6350d708d6ff	4896428			Halopiger djelfimassiliensis Hassani et al., 2016	Hassani et al., 2016	Halopiger djelfimassiliensis	Halopiger	djelfimassiliensis		species		Int. J. Syst. Evol. Microbiol. 66::4301	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halopiger
8130505	7ddf754f-d193-4cc9-b351-99906754a03b	1000350			Methanolobus profundi Mochimaru et al., 2009	Mochimaru et al., 2009	Methanolobus profundi	Methanolobus	profundi		species		Int. J. Syst. Evol. Microbiol. 59::717	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus
8323007	7ddf754f-d193-4cc9-b351-99906754a03b	1000313			Archaeoglobus sulfaticallidus Steinsbu et al., 2010	Steinsbu et al., 2010	Archaeoglobus sulfaticallidus	Archaeoglobus	sulfaticallidus		species		Int. J. Syst. Evol. Microbiol. 60::2751	accepted			Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus
8933675	52a423d2-0486-4e77-bcee-6350d708d6ff	1000064			Thermofilum uzonense Toshchakov et al., 2016	Toshchakov et al., 2016	Thermofilum uzonense	Thermofilum	uzonense		species		Int. J. Syst. Evol. Microbiol. 66::1914	accepted			Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum
7753085	7ddf754f-d193-4cc9-b351-99906754a03b	1000277			Halogeometricum rufum Cui et al., 2010	Cui et al., 2010	Halogeometricum rufum	Halogeometricum	rufum		species		Int. J. Syst. Evol. Microbiol. 60::2616	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halogeometricum
5900857	7ddf754f-d193-4cc9-b351-99906754a03b	1000193			Halalkalicoccus jeotgali Roh et al., 2007	Roh et al., 2007	Halalkalicoccus jeotgali	Halalkalicoccus	jeotgali		species		Int. J. Syst. Evol. Microbiol. 57::2298	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halalkalicoccus
1000353	7ddf754f-d193-4cc9-b351-99906754a03b	1000350			Methanolobus bombayensis Kadam et al., 1994	Kadam et al., 1994	Methanolobus bombayensis	Methanolobus	bombayensis		species		Int. J. Syst. Bacteriol. 44::606	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus
5900782	7ddf754f-d193-4cc9-b351-99906754a03b	1000313			Archaeoglobus infectus Mori et al., 2008	Mori et al., 2008	Archaeoglobus infectus	Archaeoglobus	infectus		species		Int. J. Syst. Evol. Microbiol. 58::815	accepted			Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus
7423100	7ddf754f-d193-4cc9-b351-99906754a03b	1000319			Geoglobus acetivorans Slobodkina et al., 2009	Slobodkina et al., 2009	Geoglobus acetivorans	Geoglobus	acetivorans		species		Int. J. Syst. Evol. Microbiol. 59::2883	accepted			Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Geoglobus
5900549	7ddf754f-d193-4cc9-b351-99906754a03b	1000012			Acidilobus saccharovorans Prokofeva et al., 2009	Prokofeva et al., 2009	Acidilobus saccharovorans	Acidilobus	saccharovorans		species		Int. J. Syst. Evol. Microbiol. 59::3121	accepted			Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Acidilobaceae	Acidilobus
7380541	7ddf754f-d193-4cc9-b351-99906754a03b	1000350			Methanolobus zinderi Doerfert et al., 2009	Doerfert et al., 2009	Methanolobus zinderi	Methanolobus	zinderi		species		Int. J. Syst. Evol. Microbiol. 59::1068	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus
9059114	52a423d2-0486-4e77-bcee-6350d708d6ff	1000262			Natrialba asiatica Kamekura & Dyall-Smith, 1996	Kamekura & Dyall-Smith, 1996	Natrialba asiatica	Natrialba	asiatica		species		Int. J. Syst. Bacteriol. 46::625	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natrialba
1000320	7ddf754f-d193-4cc9-b351-99906754a03b	1000319			Geoglobus ahangari Kashefi et al., 2002	Kashefi et al., 2002	Geoglobus ahangari	Geoglobus	ahangari		species		Int. J. Syst. Evol. Microbiol. 52::727	accepted			Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Geoglobus
1000022	7ddf754f-d193-4cc9-b351-99906754a03b	7786			Desulfurococcus Zillig & Stetter, 1983	Zillig & Stetter, 1983	Desulfurococcus	Desulfurococcus			genus		Int. J. Syst. Bacteriol. 33::438	accepted			Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus
1000392	7ddf754f-d193-4cc9-b351-99906754a03b	1000390	7376395	1000393	Methanoculleus olentangyi (Corder et al., 1988) Maestrojuán et al., 1990	Maestrojuán et al., 1990 (Corder et al., 1988)	Methanoculleus olentangyi	Methanoculleus	olentangyi		species		Int. J. Syst. Bacteriol. 40::121	synonym			Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus
1000267	7ddf754f-d193-4cc9-b351-99906754a03b	1000262		1000268	Natrialba magadii (Tindall et al., 1984) Kamekura et al., 1997	Kamekura et al., 1997 (Tindall et al., 1984)	Natrialba magadii	Natrialba	magadii		species		Int. J. Syst. Bacteriol. 47::857	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natrialba
7504249	52a423d2-0486-4e77-bcee-6350d708d6ff	1000390	7376395	8398011	Methanoculleus bourgense (Ollivier et al., 1986) Maestrojuán et al., 1990	Maestrojuán et al., 1990 (Ollivier et al., 1986)	Methanoculleus bourgense	Methanoculleus	bourgense		species		Int. J. Syst. Bacteriol. 40::121	synonym			Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus
6453386	2d59e5db-57ad-41ff-97d6-11f5fb264527	2			Nitrosopumilaceae		Nitrosopumilaceae	Nitrosopumilaceae			family			accepted			Archaea				Nitrosopumilaceae	
79	7ddf754f-d193-4cc9-b351-99906754a03b	2			Crenarchaeota		Crenarchaeota	Crenarchaeota			phylum			accepted			Archaea	Crenarchaeota				
160	7ddf754f-d193-4cc9-b351-99906754a03b	24			Halobacteria		Halobacteria	Halobacteria			class			accepted			Archaea	Euryarchaeota	Halobacteria			
24	7ddf754f-d193-4cc9-b351-99906754a03b	2			Euryarchaeota		Euryarchaeota	Euryarchaeota			phylum			accepted			Archaea	Euryarchaeota				
291	7ddf754f-d193-4cc9-b351-99906754a03b	24			Archaeoglobi		Archaeoglobi	Archaeoglobi			class			accepted			Archaea	Euryarchaeota	Archaeoglobi			
294	7ddf754f-d193-4cc9-b351-99906754a03b	24			Thermococci		Thermococci	Thermococci			class			accepted			Archaea	Euryarchaeota	Thermococci			
161	7ddf754f-d193-4cc9-b351-99906754a03b	24			Methanococci		Methanococci	Methanococci			class			accepted			Archaea	Euryarchaeota	Methanococci			
163	7ddf754f-d193-4cc9-b351-99906754a03b	24			Methanopyri		Methanopyri	Methanopyri			class			accepted			Archaea	Euryarchaeota	Methanopyri			
162	7ddf754f-d193-4cc9-b351-99906754a03b	24			Methanomicrobia		Methanomicrobia	Methanomicrobia			class			accepted			Archaea	Euryarchaeota	Methanomicrobia			
293	7ddf754f-d193-4cc9-b351-99906754a03b	24			Methanobacteria		Methanobacteria	Methanobacteria			class			accepted			Archaea	Euryarchaeota	Methanobacteria			
295	7ddf754f-d193-4cc9-b351-99906754a03b	24			Thermoplasmata		Thermoplasmata	Thermoplasmata			class			accepted			Archaea	Euryarchaeota	Thermoplasmata			
1000137	7ddf754f-d193-4cc9-b351-99906754a03b	3804			Methanothermus Stetter, 1982	Stetter, 1982	Methanothermus	Methanothermus			genus		Int. J. Syst. Bacteriol. 32::267	accepted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanothermaceae	Methanothermus
9331787	0938172b-2086-439c-a1dd-c21cb0109ed5	2			Nitrososphaeraceae		Nitrososphaeraceae	Nitrososphaeraceae			family		Stieglmeier, M.; Klingl, A.; Alves, R. J. E.; Rittmann, S. K.-M. R.; Melcher, M.; Leisch, N.; Schleper, C. (2014). Nitrososphaera viennensis gen. nov., sp. nov., an aerobic and mesophilic, ammonia-oxidizing archaeon from soil and a member of the archaeal phylum Thaumarchaeota. <em>International Journal of Systematic and Evolutionary Microbiology.</em> 64(Pt 8): 2738-2752.	accepted			Archaea				Nitrososphaeraceae	
1000124	7ddf754f-d193-4cc9-b351-99906754a03b	1000122	1000123		Methanobacterium thermophilum Laurinavichus et al., 1990	Laurinavichus et al., 1990	Methanobacterium thermophilum	Methanobacterium	thermophilum		species		Int. J. Syst. Bacteriol. 40::320	synonym			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter
1000002	7ddf754f-d193-4cc9-b351-99906754a03b	7785			Caldisphaera Itoh et al., 2003	Itoh et al., 2003	Caldisphaera	Caldisphaera			genus		Int. J. Syst. Evol. Microbiol. 53::1153	accepted			Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Caldisphaeraceae	Caldisphaera
1000026	7ddf754f-d193-4cc9-b351-99906754a03b	1000022			Desulfurococcus mucosus Zillig & Stetter, 1983	Zillig & Stetter, 1983	Desulfurococcus mucosus	Desulfurococcus	mucosus		species		Int. J. Syst. Bacteriol. 33::438	accepted			Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus
1000148	7ddf754f-d193-4cc9-b351-99906754a03b	1000145			Methanothermococcus okinawensis Takai et al., 2002	Takai et al., 2002	Methanothermococcus okinawensis	Methanothermococcus	okinawensis		species		Int. J. Syst. Evol. Microbiol. 52::1094	accepted			Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanothermococcus
1000207	7ddf754f-d193-4cc9-b351-99906754a03b	1000206		7729208	Halorubrum distributum (Zvyagintseva & Tarasov, 1989) Oren & Ventosa, 1996	Oren & Ventosa, 1996 (Zvyagintseva & Tarasov, 1989)	Halorubrum distributum	Halorubrum	distributum		species		Int. J. Syst. Bacteriol. 46::1180	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorubrum
8121184	7ddf754f-d193-4cc9-b351-99906754a03b	1000206			Halorubrum orientale Castillo et al., 2006	Castillo et al., 2006	Halorubrum orientale	Halorubrum	orientale		species		Int. J. Syst. Evol. Microbiol. 56::2562	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorubrum
8165565	52a423d2-0486-4e77-bcee-6350d708d6ff	7845785			Halorussus rarus Cui et al., 2014	Cui et al., 2014	Halorussus rarus	Halorussus	rarus		species		Int. J. Syst. Evol. Microbiol. 64::2	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorussus
1000192	52a423d2-0486-4e77-bcee-6350d708d6ff	3802	1000206		Halorubrobacterium Kamekura & Dyall-Smith, 1996	Kamekura & Dyall-Smith, 1996	Halorubrobacterium	Halorubrobacterium			genus		Int. J. Syst. Bacteriol. 46::625	synonym			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorubrum
5900488	2d59e5db-57ad-41ff-97d6-11f5fb264527	5900486			Geogemma indica Kashefi, Holmes & Lovley, 2006	Kashefi, Holmes & Lovley, 2006	Geogemma indica	Geogemma	indica		species		Kashefi, K., Holmes, D.E., and Lovley, D.R. 2006. "Geogemma indica sp. nov., a novel hyperthermophilic, chemolithoautotrophic, Fe(III)-reducing archaeon isolated from a deep-sea hydrothermal vent sulfide chimney on the Central Indian Ridge."	accepted			Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Geogemma
